article_id,topic,word_count,sentiment_score,source_credibility,num_exclamations,has_author,capital_word_ratio,share_count,label
2715,Economy,,-0.803,1.55,4.0,0.0,0.306,382.0,Fake
2716,Economy,449.0,-0.67,7.34,3.0,0.0,0.25,110.0,Fake
2717,Entertainment,581.0,0.102,6.78,3.0,1.0,0.046,1393.0,Real
2718,Technology,964.0,-0.27,7.49,2.0,1.0,0.066,177.0,Real
2719,Economy,335.0,0.904,2.14,2.0,0.0,0.415,,Fake
2720,Health,546.0,0.266,6.84,1.0,1.0,0.028,1050.0,Real
2721,Health,505.0,0.534,3.03,9.0,0.0,0.197,1223.0,Fake
2722,Politics,138.0,-0.217,2.71,1.0,1.0,0.225,284.0,Fake
2723,Health,687.0,-0.066,6.5,1.0,0.0,0.072,1021.0,Real
2724,Entertainment,466.0,0.103,,5.0,1.0,,484.0,Fake
2725,Science,780.0,0.386,,3.0,1.0,0.099,62.0,Real
2726,Technology,509.0,-0.05,7.64,0.0,1.0,0.0,348.0,Real
2727,Economy,796.0,,7.48,1.0,1.0,,108.0,Real
2728,Politics,223.0,0.674,4.06,,1.0,0.287,906.0,Fake
2729,Technology,372.0,-0.872,4.86,2.0,1.0,0.367,,Fake
2730,Politics,361.0,-0.463,6.78,0.0,1.0,0.099,1805.0,Real
2731,Politics,331.0,0.196,2.24,2.0,1.0,0.325,203.0,Fake
2732,Health,,-0.13,7.31,0.0,1.0,0.055,643.0,Real
2733,Politics,304.0,-0.05,0.0,4.0,1.0,0.284,3298.0,Fake
2734,Politics,510.0,-0.236,7.67,1.0,0.0,0.06,536.0,Real
2735,Health,800.0,-0.492,7.33,1.0,1.0,0.145,335.0,Real
2736,Politics,339.0,-0.406,3.66,1.0,1.0,0.112,815.0,Fake
2737,Politics,462.0,-0.244,7.36,1.0,0.0,0.139,271.0,Real
2738,Entertainment,491.0,-0.416,6.73,0.0,1.0,0.056,195.0,Real
2739,Entertainment,706.0,-0.402,7.14,0.0,1.0,0.121,52.0,Real
2740,Technology,375.0,-0.394,3.03,4.0,0.0,0.367,965.0,Fake
2741,Politics,545.0,-0.418,6.7,0.0,,0.017,1480.0,Real
2742,Technology,706.0,-0.404,8.43,1.0,1.0,0.164,394.0,Real
2743,,523.0,,10.0,,1.0,0.071,570.0,Real
2744,Health,613.0,-0.382,4.85,0.0,1.0,0.044,1126.0,Real
2745,Entertainment,544.0,-0.194,9.11,2.0,1.0,0.051,1548.0,Real
2746,Entertainment,,-0.231,2.89,7.0,,0.329,881.0,Fake
2747,Politics,533.0,-0.476,7.67,0.0,1.0,0.023,1637.0,Real
2748,Economy,109.0,-0.399,4.25,4.0,1.0,0.08,1994.0,Fake
2749,Technology,496.0,0.081,7.02,1.0,0.0,0.221,695.0,Real
2750,Technology,302.0,0.429,4.56,8.0,1.0,0.262,785.0,Fake
2751,Health,,-0.128,7.8,3.0,1.0,0.191,2031.0,Real
2752,Politics,468.0,0.424,5.15,0.0,1.0,,132.0,Real
2753,Sports,546.0,-0.467,7.81,1.0,0.0,0.085,576.0,Real
2754,Entertainment,636.0,-0.476,4.99,4.0,1.0,0.169,1628.0,Fake
2755,Politics,298.0,0.187,6.49,4.0,1.0,0.117,2638.0,Fake
2756,Health,382.0,-0.075,1.51,5.0,1.0,0.198,1148.0,Fake
2757,Politics,557.0,0.114,6.02,2.0,0.0,0.012,2636.0,Real
2758,Politics,629.0,-0.38,,0.0,0.0,0.039,108.0,Real
2759,Politics,352.0,-0.245,1.77,,1.0,0.202,885.0,Fake
2760,Technology,743.0,0.416,8.46,0.0,1.0,0.074,46.0,Real
2761,Politics,288.0,0.026,8.16,2.0,1.0,0.126,95.0,Real
2762,Science,654.0,0.221,5.33,1.0,1.0,0.06,1364.0,Real
2763,Health,629.0,-0.401,,1.0,1.0,0.035,961.0,Real
2764,Economy,,-0.365,6.72,,0.0,,24.0,Real
2765,Politics,435.0,0.206,6.48,0.0,1.0,0.161,514.0,Real
2766,Science,247.0,0.027,2.59,4.0,0.0,0.251,149.0,Fake
2767,Economy,221.0,-0.713,2.98,4.0,,0.194,378.0,Fake
2768,Politics,465.0,0.225,9.62,2.0,1.0,0.087,1485.0,Real
2769,Politics,264.0,0.868,1.53,6.0,1.0,0.254,447.0,Fake
2770,Politics,523.0,-0.265,7.51,1.0,1.0,0.093,,Real
2771,Politics,521.0,0.438,7.66,0.0,1.0,0.162,244.0,Real
2772,Sports,729.0,-0.04,7.26,0.0,1.0,0.122,170.0,Real
2773,Politics,676.0,0.32,7.12,0.0,1.0,0.097,32.0,Real
2774,Sports,265.0,-0.582,4.07,3.0,0.0,0.316,3266.0,Fake
2775,Politics,741.0,-0.211,8.07,2.0,1.0,0.0,2190.0,Real
2776,Health,500.0,-0.021,0.28,4.0,1.0,,305.0,Fake
2777,Sports,238.0,-0.941,6.11,2.0,0.0,0.363,2436.0,Fake
2778,Entertainment,701.0,-0.355,6.06,1.0,1.0,0.134,29.0,Real
2779,Technology,265.0,0.841,2.39,5.0,1.0,0.188,1263.0,Fake
2780,Science,664.0,-0.103,5.67,0.0,1.0,0.058,187.0,Real
2781,Politics,528.0,-0.4,9.49,1.0,1.0,0.079,1411.0,Real
2782,Health,50.0,-0.127,4.43,7.0,0.0,0.086,1801.0,Fake
2783,Technology,689.0,-0.28,7.91,0.0,1.0,0.155,683.0,Real
2784,Health,678.0,0.077,8.49,0.0,1.0,0.062,1445.0,Real
2785,Politics,360.0,-0.388,3.4,5.0,1.0,0.325,19.0,Fake
2786,Health,247.0,-0.535,3.9,2.0,0.0,0.202,99.0,Fake
2787,Politics,751.0,0.481,8.31,0.0,1.0,0.112,94.0,Real
2788,Technology,314.0,0.679,3.27,,1.0,0.368,1326.0,Fake
2789,Entertainment,605.0,0.188,5.53,0.0,1.0,0.122,60.0,Real
2790,Sports,125.0,-0.953,2.18,5.0,1.0,0.073,580.0,Fake
2791,Politics,413.0,0.038,4.46,3.0,0.0,0.328,1503.0,Fake
2792,Technology,444.0,0.101,7.77,2.0,1.0,0.11,182.0,Real
2793,Science,296.0,-0.414,6.32,1.0,1.0,,1159.0,Real
2794,,316.0,-0.842,4.37,7.0,1.0,0.263,,Fake
2795,Politics,275.0,-0.821,3.45,5.0,0.0,0.164,220.0,Fake
2796,Health,634.0,-0.345,9.47,,1.0,,622.0,Real
2797,Politics,328.0,-0.005,8.36,1.0,1.0,0.102,375.0,Real
2798,Technology,667.0,0.438,6.99,,1.0,0.104,,Real
2799,Health,413.0,0.827,2.49,4.0,0.0,0.129,1904.0,Fake
2800,Health,652.0,-0.063,7.05,,1.0,0.046,1321.0,Real
2801,Politics,307.0,-0.664,3.18,6.0,0.0,0.133,682.0,Fake
2802,Technology,455.0,-0.323,4.23,7.0,1.0,0.374,708.0,Fake
2803,Health,,0.078,,1.0,1.0,0.0,43.0,Real
2804,Entertainment,,0.377,5.51,3.0,0.0,0.346,73.0,Fake
2805,Politics,485.0,-0.006,8.57,1.0,1.0,0.098,705.0,Real
2806,Economy,,0.405,7.63,2.0,0.0,,536.0,Real
2807,Economy,626.0,0.16,5.3,0.0,1.0,0.041,434.0,Real
2808,Entertainment,383.0,0.108,4.29,5.0,1.0,0.26,2112.0,Fake
2809,Entertainment,317.0,-0.673,5.95,4.0,0.0,0.148,182.0,Fake
2810,Health,423.0,0.564,3.4,2.0,0.0,0.261,6088.0,Fake
2811,Technology,177.0,-0.346,,6.0,0.0,0.168,1264.0,Fake
2812,Politics,149.0,0.102,3.59,3.0,0.0,0.407,1197.0,Fake
2813,Health,529.0,-0.041,7.38,1.0,1.0,0.023,,Real
2814,Entertainment,142.0,0.523,4.9,3.0,1.0,0.277,196.0,Fake
2815,Economy,,-0.064,6.58,0.0,1.0,0.126,34.0,Real
2816,Health,478.0,0.101,,0.0,1.0,0.172,1206.0,Real
2817,Economy,,-0.488,8.62,2.0,1.0,0.055,89.0,Real
2818,Politics,493.0,0.36,6.39,1.0,1.0,0.05,914.0,Real
2819,Technology,384.0,-0.0,0.96,5.0,0.0,0.072,5775.0,Fake
2820,Technology,494.0,-0.068,5.77,,1.0,0.106,1235.0,Real
2821,Entertainment,603.0,0.048,5.72,,1.0,0.077,,Real
2822,Health,596.0,-0.449,5.91,0.0,1.0,0.104,24.0,Real
2823,Technology,190.0,,2.11,3.0,1.0,0.165,915.0,Fake
2824,Health,807.0,,6.65,0.0,1.0,0.079,,Real
2825,,550.0,0.409,7.12,1.0,1.0,0.148,271.0,Real
2826,Technology,270.0,-0.542,1.42,3.0,0.0,,1716.0,Fake
2827,Economy,463.0,-0.343,,0.0,1.0,0.074,1587.0,Real
2828,Health,193.0,-0.534,3.05,2.0,0.0,0.241,1443.0,Fake
2829,Health,598.0,0.495,9.16,1.0,0.0,0.078,1405.0,Real
2830,Technology,163.0,0.83,2.47,4.0,0.0,0.249,2328.0,Fake
2831,Sports,479.0,0.372,6.69,2.0,1.0,0.167,356.0,Real
2832,Entertainment,312.0,0.789,5.29,3.0,0.0,0.284,1946.0,Fake
2833,Politics,540.0,0.232,5.81,0.0,1.0,0.073,499.0,Real
2834,Entertainment,,-0.184,7.0,0.0,1.0,0.058,1354.0,Real
2835,Technology,429.0,-0.19,,3.0,,0.216,11879.0,Fake
2836,,212.0,,0.81,2.0,1.0,0.428,,Fake
2837,Politics,364.0,-0.359,2.81,,1.0,0.329,24.0,Fake
2838,Entertainment,489.0,0.919,2.84,5.0,0.0,0.31,1549.0,Fake
2839,Economy,701.0,0.016,4.6,1.0,1.0,0.104,311.0,Real
2840,Economy,615.0,-0.001,6.01,1.0,0.0,0.082,1468.0,Real
2841,Technology,395.0,-0.084,5.85,5.0,,0.323,1499.0,Fake
2842,Health,764.0,-0.215,,0.0,1.0,0.162,2590.0,Real
2843,Politics,346.0,-0.996,3.54,2.0,0.0,0.16,696.0,Fake
2844,Science,814.0,0.236,7.65,0.0,1.0,0.03,698.0,Real
2845,Politics,343.0,-0.43,7.65,0.0,1.0,0.081,270.0,Real
2846,Politics,584.0,0.342,6.55,1.0,0.0,0.09,1420.0,Real
2847,Politics,753.0,0.351,7.01,0.0,1.0,0.168,813.0,Real
2848,Economy,883.0,-0.211,6.72,0.0,1.0,0.098,1160.0,Real
2849,Health,,0.369,2.53,6.0,0.0,0.16,4491.0,Fake
2850,Entertainment,630.0,0.484,5.91,0.0,1.0,0.067,97.0,Real
2851,Health,371.0,0.491,6.01,1.0,1.0,,199.0,Real
2852,Politics,441.0,,2.07,5.0,0.0,0.418,36.0,Fake
2853,Technology,542.0,0.077,7.2,2.0,1.0,,,Real
2854,Health,381.0,0.635,4.24,4.0,0.0,,859.0,Fake
2855,Technology,440.0,0.086,5.83,6.0,0.0,0.312,801.0,Fake
2856,Sports,339.0,-0.214,6.05,1.0,1.0,0.044,103.0,Real
2857,Economy,351.0,-0.662,5.46,8.0,0.0,0.258,202.0,Fake
2858,Politics,440.0,-0.359,6.15,0.0,1.0,0.062,6.0,Real
2859,Politics,803.0,0.054,8.29,1.0,1.0,0.097,3274.0,Real
2860,Politics,479.0,-0.893,3.32,4.0,1.0,0.187,698.0,Fake
2861,Entertainment,586.0,-0.223,6.16,,1.0,0.116,126.0,Real
2862,Politics,260.0,-0.343,4.38,6.0,1.0,0.304,2662.0,Fake
2863,Sports,763.0,0.079,5.31,0.0,1.0,0.029,635.0,Real
2864,Economy,260.0,0.072,4.23,6.0,0.0,0.278,1626.0,Fake
2865,Politics,507.0,0.196,7.04,2.0,0.0,0.105,318.0,Real
2866,Technology,,0.262,4.35,3.0,1.0,0.437,947.0,Fake
2867,Entertainment,332.0,0.394,3.47,5.0,0.0,0.231,76.0,Fake
2868,Health,727.0,0.28,6.88,1.0,,0.015,826.0,Real
2869,,213.0,0.126,1.09,4.0,1.0,0.049,1060.0,Fake
2870,Entertainment,686.0,-0.054,6.22,1.0,1.0,0.198,1561.0,Real
2871,Health,,-0.291,8.1,0.0,0.0,0.218,265.0,Real
2872,Technology,666.0,0.055,7.41,2.0,1.0,0.086,318.0,Real
2873,Science,479.0,-0.838,2.74,10.0,0.0,,43.0,Fake
2874,Health,360.0,-0.753,2.47,3.0,0.0,0.326,1238.0,Fake
2875,Sports,348.0,-0.714,2.32,4.0,1.0,0.196,32.0,Fake
2876,Health,,-0.657,4.03,2.0,1.0,0.296,2623.0,Fake
2877,Technology,287.0,,2.84,5.0,0.0,0.181,3053.0,Fake
2878,Health,,0.008,8.49,2.0,1.0,0.043,296.0,Real
2879,Sports,329.0,-0.202,3.47,5.0,,0.398,2297.0,Fake
2880,Science,352.0,-0.212,2.47,4.0,0.0,0.259,,Fake
2881,Technology,554.0,-0.357,8.93,2.0,0.0,0.076,62.0,Real
2882,Health,333.0,0.506,4.64,3.0,0.0,0.335,115.0,Fake
2883,Entertainment,770.0,,6.96,1.0,1.0,0.073,834.0,Real
2884,Politics,688.0,-0.078,4.94,1.0,1.0,0.162,373.0,Real
2885,Health,505.0,-0.686,0.57,2.0,1.0,0.0,368.0,Fake
2886,Health,397.0,-0.335,0.42,4.0,1.0,0.349,110.0,Fake
2887,Health,852.0,0.023,4.36,1.0,0.0,0.091,,Real
2888,Economy,402.0,-0.023,7.63,1.0,1.0,,262.0,Real
2889,,430.0,0.098,7.64,2.0,1.0,0.168,,Real
2890,Health,619.0,-0.287,7.62,,1.0,0.097,799.0,Real
2891,Science,284.0,-0.961,3.18,2.0,1.0,0.358,4138.0,Fake
2892,Health,270.0,-0.473,4.42,1.0,0.0,0.117,63.0,Fake
2893,,313.0,0.12,6.26,4.0,0.0,0.083,284.0,Fake
2894,Health,700.0,-0.464,7.14,0.0,1.0,0.058,1259.0,Real
2895,Economy,485.0,-0.312,6.17,0.0,1.0,0.036,1480.0,Real
2896,Sports,445.0,0.455,5.41,0.0,1.0,0.014,1147.0,Real
2897,,133.0,-0.546,5.49,3.0,1.0,0.168,2795.0,Fake
2898,Health,,-0.472,7.7,0.0,1.0,0.051,119.0,Real
2899,Science,507.0,-0.123,4.94,3.0,0.0,0.1,965.0,Fake
2900,Economy,566.0,0.096,1.83,5.0,1.0,0.245,2787.0,Fake
2901,Health,385.0,0.373,6.77,0.0,1.0,0.001,829.0,Real
2902,Health,352.0,-0.38,8.9,0.0,0.0,0.135,,Real
2903,,374.0,0.151,8.15,,,0.014,422.0,Real
2904,Entertainment,495.0,0.019,6.5,1.0,1.0,0.0,169.0,Real
2905,,308.0,,4.89,5.0,1.0,0.237,4071.0,Fake
2906,Science,291.0,-0.995,2.75,6.0,0.0,0.158,495.0,Fake
2907,Entertainment,555.0,-0.046,7.29,2.0,1.0,,3177.0,Real
2908,Politics,426.0,0.519,3.32,3.0,0.0,0.226,2639.0,Fake
2909,Technology,468.0,-0.381,8.25,,1.0,0.069,2650.0,Real
2910,Politics,524.0,-0.045,7.37,2.0,1.0,0.051,580.0,Real
2911,Health,530.0,-0.354,8.27,1.0,1.0,0.072,272.0,Real
2912,Economy,487.0,-0.016,6.98,0.0,1.0,0.11,,Real
2913,Politics,222.0,0.056,2.02,5.0,0.0,0.371,573.0,Fake
2914,Health,291.0,0.432,3.27,7.0,0.0,0.255,,Fake
2915,Health,527.0,0.034,8.53,,1.0,0.065,207.0,Real
2916,Entertainment,642.0,0.906,5.77,2.0,1.0,0.208,1217.0,Fake
2917,Science,583.0,-0.081,5.19,1.0,1.0,0.044,548.0,Real
2918,Politics,470.0,-0.616,2.79,6.0,1.0,0.203,1174.0,Fake
2919,Health,,0.326,4.44,2.0,1.0,0.264,30.0,Fake
2920,Economy,362.0,-0.427,5.22,7.0,0.0,0.059,3100.0,Fake
2921,Science,544.0,,,1.0,1.0,0.021,17.0,Real
2922,Economy,,0.255,7.51,0.0,1.0,0.129,1276.0,Real
2923,Sports,412.0,0.118,7.71,1.0,1.0,0.094,1039.0,Real
2924,Science,251.0,0.682,2.89,2.0,0.0,0.49,383.0,Fake
2925,Health,336.0,-0.815,5.28,6.0,1.0,0.356,289.0,Fake
2926,Entertainment,316.0,0.428,1.33,4.0,1.0,0.254,902.0,Fake
2927,Science,434.0,,,2.0,1.0,,388.0,Real
2928,Technology,566.0,0.459,6.22,2.0,1.0,0.038,946.0,Real
2929,,290.0,-0.037,2.86,1.0,0.0,,342.0,Fake
2930,,463.0,-0.442,7.52,0.0,1.0,0.008,73.0,Real
2931,Politics,746.0,,7.15,0.0,1.0,0.151,1450.0,Real
2932,Entertainment,603.0,,5.29,0.0,0.0,0.027,781.0,Real
2933,Politics,557.0,0.15,6.86,2.0,1.0,0.066,713.0,Real
2934,Politics,942.0,,8.78,0.0,0.0,0.0,542.0,Real
2935,Entertainment,755.0,0.105,7.78,1.0,1.0,0.107,144.0,Real
2936,Entertainment,601.0,0.493,8.2,0.0,,0.11,243.0,Real
2937,Health,420.0,-0.244,3.32,5.0,0.0,0.193,,Fake
2938,Entertainment,321.0,-0.185,0.82,4.0,1.0,0.162,8145.0,Fake
2939,Politics,384.0,-0.778,5.62,5.0,1.0,0.343,,Fake
2940,Politics,151.0,-0.053,1.22,6.0,0.0,0.293,475.0,Fake
2941,Health,365.0,0.14,7.03,1.0,1.0,0.118,614.0,Real
2942,,728.0,-0.034,6.52,2.0,0.0,0.053,1006.0,Real
2943,Economy,317.0,-0.727,3.06,8.0,1.0,,1022.0,Fake
2944,Politics,697.0,,5.99,0.0,1.0,0.077,105.0,Real
2945,Sports,,-0.251,,1.0,1.0,0.084,3822.0,Real
2946,Entertainment,419.0,0.28,4.64,5.0,,0.206,351.0,Fake
2947,Health,346.0,-0.493,7.7,0.0,1.0,0.126,69.0,Real
2948,Politics,757.0,-0.38,7.94,1.0,0.0,0.102,511.0,Real
2949,Politics,607.0,0.27,5.65,2.0,,0.059,2327.0,Real
2950,Science,,0.414,7.39,2.0,1.0,0.0,272.0,Real
2951,Sports,596.0,,7.75,0.0,0.0,0.153,1129.0,Real
2952,Technology,99.0,-0.909,0.0,6.0,0.0,0.378,315.0,Fake
2953,Economy,695.0,0.387,5.98,0.0,1.0,0.064,465.0,Real
2954,Politics,695.0,0.297,7.41,1.0,1.0,0.126,492.0,Real
2955,Health,66.0,-0.136,5.09,4.0,1.0,0.262,,Fake
2956,Economy,331.0,0.999,2.87,7.0,0.0,0.129,1060.0,Fake
2957,Entertainment,611.0,0.226,8.07,1.0,1.0,,137.0,Real
2958,Health,320.0,-0.977,2.75,8.0,0.0,0.331,499.0,Fake
2959,Economy,341.0,,7.31,2.0,0.0,0.001,721.0,Real
2960,Health,89.0,0.166,,2.0,0.0,0.341,526.0,Fake
2961,Science,344.0,0.592,3.6,,1.0,0.274,103.0,Fake
2962,Technology,406.0,-0.758,2.85,3.0,0.0,0.33,883.0,Fake
2963,,604.0,-0.062,4.62,1.0,1.0,0.012,1489.0,Real
2964,Sports,698.0,0.298,7.12,1.0,1.0,0.174,514.0,Real
2965,Politics,445.0,-0.618,2.22,3.0,1.0,0.252,489.0,Fake
2966,Politics,531.0,-0.319,7.25,0.0,1.0,0.008,,Real
2967,Sports,260.0,-0.596,4.44,3.0,,0.373,1610.0,Fake
2968,Entertainment,432.0,-0.254,2.79,4.0,0.0,0.272,2322.0,Fake
2969,Technology,410.0,0.356,5.31,1.0,1.0,0.128,346.0,Real
2970,Politics,642.0,0.298,6.41,1.0,1.0,0.112,,Real
2971,Health,286.0,-0.244,,1.0,1.0,0.051,1038.0,Real
2972,Health,428.0,-0.08,,1.0,1.0,0.103,243.0,Real
2973,Economy,295.0,,4.81,4.0,1.0,0.212,1647.0,Fake
2974,Entertainment,690.0,-0.096,5.95,4.0,1.0,0.152,371.0,Real
2975,Technology,261.0,-0.981,1.61,4.0,0.0,0.35,4269.0,Fake
2976,Entertainment,688.0,,,0.0,1.0,0.091,2249.0,Real
2977,Sports,410.0,-0.209,6.11,0.0,1.0,0.089,,Real
2978,Sports,260.0,,3.0,8.0,0.0,0.127,293.0,Fake
2979,Health,293.0,-0.765,5.66,4.0,0.0,0.283,2139.0,Fake
2980,Politics,748.0,-0.302,,1.0,0.0,0.076,707.0,Real
2981,Economy,299.0,-0.424,2.28,5.0,1.0,0.193,2260.0,Fake
2982,Health,286.0,-0.425,7.29,2.0,1.0,0.04,33.0,Real
2983,Entertainment,941.0,-0.297,7.48,1.0,1.0,0.066,,Real
2984,Health,697.0,0.131,6.82,2.0,0.0,0.113,1297.0,Real
2985,Politics,429.0,0.167,7.56,1.0,,0.042,444.0,Real
2986,Entertainment,268.0,-0.329,6.38,,0.0,0.317,922.0,Fake
2987,Health,519.0,0.268,6.84,0.0,1.0,0.112,276.0,Real
2988,Politics,398.0,0.004,6.69,1.0,1.0,,956.0,Real
2989,Health,303.0,-0.934,2.41,3.0,0.0,0.288,6773.0,Fake
2990,Technology,,0.884,1.92,4.0,1.0,0.179,1039.0,Fake
2991,Sports,307.0,0.877,4.8,1.0,1.0,0.174,178.0,Fake
2992,Politics,625.0,0.227,7.81,3.0,1.0,0.13,408.0,Real
2993,Sports,342.0,0.624,2.42,3.0,0.0,0.155,,Fake
2994,Politics,454.0,0.905,4.65,6.0,0.0,0.364,3206.0,Fake
2995,Science,531.0,0.087,1.43,5.0,1.0,,,Fake
2996,Health,733.0,,6.11,0.0,1.0,0.014,849.0,Real
2997,Economy,529.0,0.374,7.02,0.0,1.0,0.1,1374.0,Real
2998,Entertainment,244.0,0.049,7.28,1.0,1.0,0.15,1477.0,Real
2999,Politics,448.0,-0.964,5.99,7.0,1.0,0.268,2886.0,Fake
3000,Technology,244.0,0.087,,3.0,1.0,0.339,2330.0,Fake
3001,Health,138.0,-0.814,4.3,3.0,1.0,0.215,3145.0,Fake
3002,Health,597.0,0.317,8.44,0.0,1.0,0.123,579.0,Real
3003,Health,360.0,,2.95,6.0,0.0,0.266,1547.0,Fake
3004,Politics,740.0,-0.382,10.0,2.0,1.0,0.08,28.0,Real
3005,Politics,523.0,-0.168,9.14,1.0,0.0,0.117,197.0,Real
3006,Health,128.0,,3.85,8.0,0.0,0.251,592.0,Fake
3007,,591.0,0.036,7.75,0.0,1.0,0.129,499.0,Real
3008,Politics,519.0,0.828,3.99,7.0,0.0,0.341,1238.0,Fake
3009,Technology,240.0,0.522,4.05,5.0,1.0,0.331,,Fake
3010,Economy,490.0,0.771,5.86,4.0,0.0,0.149,792.0,Fake
3011,Politics,517.0,-0.135,3.64,,0.0,0.366,27.0,Fake
3012,Technology,342.0,0.785,,4.0,0.0,0.453,646.0,Fake
3013,Entertainment,293.0,0.986,2.79,4.0,1.0,0.365,861.0,Fake
3014,Health,395.0,0.188,6.62,,1.0,0.144,2439.0,Real
3015,Technology,229.0,0.034,3.66,5.0,0.0,0.233,,Fake
3016,Health,443.0,-0.049,5.32,0.0,1.0,0.078,2088.0,Real
3017,Science,641.0,0.262,6.2,0.0,1.0,0.026,902.0,Real
3018,Politics,445.0,0.347,2.97,4.0,0.0,0.353,1108.0,Fake
3019,Politics,50.0,-0.324,4.06,2.0,0.0,0.193,,Fake
3020,Entertainment,501.0,,6.17,0.0,,0.098,775.0,Real
3021,Politics,587.0,0.02,,,1.0,0.153,2710.0,Real
3022,Technology,,0.323,,0.0,,0.0,994.0,Real
3023,Health,419.0,,2.35,5.0,1.0,0.144,,Fake
3024,Technology,409.0,-0.32,7.78,1.0,1.0,0.0,36.0,Real
3025,Economy,245.0,0.724,1.38,3.0,0.0,0.34,181.0,Fake
3026,Sports,520.0,0.677,1.89,4.0,0.0,0.28,5548.0,Fake
3027,Politics,447.0,-0.956,5.09,5.0,0.0,0.329,171.0,Fake
3028,Politics,646.0,0.307,9.32,0.0,1.0,0.093,42.0,Real
3029,Politics,329.0,0.083,6.14,,1.0,0.221,1635.0,Fake
3030,Economy,503.0,0.596,3.02,8.0,1.0,0.266,778.0,Fake
3031,,513.0,-0.442,7.09,0.0,1.0,0.019,471.0,Real
3032,Sports,,0.447,7.88,1.0,1.0,0.068,503.0,Real
3033,Politics,540.0,0.167,5.81,0.0,1.0,0.048,6.0,Real
3034,Science,412.0,0.819,1.91,2.0,1.0,0.407,,Fake
3035,Entertainment,650.0,0.142,3.86,2.0,1.0,0.079,49.0,Real
3036,Health,557.0,-0.215,8.03,1.0,1.0,0.127,709.0,Real
3037,Technology,661.0,0.377,6.76,2.0,1.0,0.155,1290.0,Real
3038,Sports,501.0,-0.136,,2.0,1.0,0.188,624.0,Real
3039,Entertainment,260.0,0.062,2.2,10.0,0.0,,2732.0,Fake
3040,Health,324.0,-0.132,4.31,7.0,0.0,0.351,,Fake
3041,Economy,511.0,0.197,6.17,0.0,1.0,0.092,,Real
3042,Entertainment,744.0,0.141,9.55,1.0,1.0,0.144,22.0,Real
3043,Economy,181.0,-0.183,2.83,,0.0,0.243,637.0,Fake
3044,Politics,394.0,0.198,6.8,1.0,1.0,0.129,54.0,Real
3045,Entertainment,412.0,,2.72,8.0,1.0,0.454,796.0,Fake
3046,Politics,99.0,0.531,3.16,5.0,0.0,0.274,2290.0,Fake
3047,Health,260.0,0.196,5.27,6.0,0.0,0.114,4279.0,Fake
3048,Economy,584.0,0.486,6.41,0.0,1.0,0.042,,Real
3049,Entertainment,345.0,-0.622,3.01,2.0,1.0,0.337,40.0,Fake
3050,Politics,623.0,-0.327,5.83,1.0,1.0,0.161,177.0,Real
3051,Politics,303.0,-0.017,3.36,9.0,0.0,0.173,2868.0,Fake
3052,Health,637.0,-0.384,,1.0,1.0,0.086,552.0,Real
3053,Health,50.0,0.687,4.71,3.0,0.0,0.159,747.0,Fake
3054,Science,582.0,-0.58,2.94,8.0,1.0,0.064,368.0,Fake
3055,Sports,,-0.008,5.8,0.0,1.0,0.066,108.0,Real
3056,Technology,489.0,-0.294,5.07,1.0,1.0,0.196,234.0,Real
3057,Politics,697.0,0.413,4.65,0.0,1.0,0.103,369.0,Real
3058,Technology,830.0,0.04,4.55,1.0,1.0,0.051,1781.0,Real
3059,Health,488.0,,3.09,2.0,0.0,0.11,286.0,Fake
3060,Health,370.0,-0.204,8.73,1.0,0.0,0.049,1721.0,Real
3061,Health,316.0,,9.36,3.0,1.0,,248.0,Real
3062,,421.0,-0.082,2.34,8.0,0.0,0.332,960.0,Fake
3063,Economy,255.0,0.628,3.2,5.0,1.0,0.326,484.0,Fake
3064,Sports,804.0,0.181,4.66,3.0,1.0,,324.0,Real
3065,Sports,278.0,-0.663,3.0,3.0,0.0,0.36,,Fake
3066,Technology,360.0,0.129,5.67,0.0,1.0,0.0,28.0,Real
3067,Technology,406.0,0.273,2.34,2.0,0.0,0.15,2556.0,Fake
3068,Health,316.0,0.702,4.58,3.0,0.0,0.167,899.0,Fake
3069,Health,357.0,-0.697,3.23,7.0,0.0,,,Fake
3070,Sports,,-0.03,6.16,2.0,0.0,0.083,153.0,Real
3071,Economy,248.0,-0.205,3.06,6.0,0.0,0.069,357.0,Fake
3072,Economy,131.0,0.327,3.92,3.0,1.0,0.317,1008.0,Fake
3073,Entertainment,454.0,0.025,4.29,2.0,0.0,,668.0,Fake
3074,Politics,,-0.346,3.87,9.0,0.0,0.086,2105.0,Fake
3075,Entertainment,468.0,0.956,3.75,3.0,0.0,0.428,1950.0,Fake
3076,Sports,747.0,-0.192,6.59,0.0,1.0,0.06,2054.0,Real
3077,Politics,447.0,-0.677,3.5,3.0,0.0,0.368,2195.0,Fake
3078,Politics,627.0,-0.182,8.51,1.0,1.0,0.116,2373.0,Real
3079,Technology,300.0,-0.112,7.51,1.0,1.0,0.121,1403.0,Real
3080,Technology,100.0,-0.989,2.56,2.0,0.0,0.248,1001.0,Fake
3081,Politics,561.0,0.228,10.0,2.0,1.0,0.094,292.0,Real
3082,Sports,285.0,0.521,4.61,6.0,0.0,0.282,4.0,Fake
3083,Health,230.0,-0.899,3.04,4.0,1.0,0.407,6311.0,Fake
3084,Economy,603.0,-0.46,9.46,0.0,1.0,0.116,536.0,Real
